reward,steps,level
-1.251999999999999602e+02,2.000000000000000000e+02,0.000000000000000000e+00
-2.090000000000000924e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.505000000000000284e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.164999999999994174e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.497999999999999829e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.871999999999999602e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.439499999999999034e+02,2.000000000000000000e+02,0.000000000000000000e+00
-4.900000000000014566e+00,2.000000000000000000e+02,0.000000000000000000e+00
-6.920000000000000284e+01,2.000000000000000000e+02,0.000000000000000000e+00
-6.775000000000001421e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.655999999999999659e+02,2.000000000000000000e+02,0.000000000000000000e+00
-7.615000000000000568e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.455000000000000284e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.306000000000000227e+02,2.000000000000000000e+02,0.000000000000000000e+00
-2.764999999999993463e+01,2.000000000000000000e+02,0.000000000000000000e+00
1.479999999999999716e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.456499999999999773e+02,2.000000000000000000e+02,0.000000000000000000e+00
-2.154999999999999716e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.401999999999999886e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.310499999999999545e+02,2.000000000000000000e+02,0.000000000000000000e+00
-4.889999999999999858e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.074999999999999147e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.004999999999999432e+02,2.000000000000000000e+02,0.000000000000000000e+00
-1.358499999999999943e+02,2.000000000000000000e+02,0.000000000000000000e+00
-6.225000000000000000e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.401499999999999204e+02,2.000000000000000000e+02,0.000000000000000000e+00
-7.819999999999996021e+01,2.000000000000000000e+02,0.000000000000000000e+00
-3.184999999999999787e+01,2.000000000000000000e+02,0.000000000000000000e+00
-1.409999999999999432e+01,2.000000000000000000e+02,0.000000000000000000e+00
6.984999999999998010e+01,2.000000000000000000e+02,0.000000000000000000e+00
-2.999999999999978684e+00,2.000000000000000000e+02,0.000000000000000000e+00
-1.057999999999999545e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.506000000000000227e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.976000000000000227e+02,2.000000000000000000e+02,1.000000000000000000e+00
-8.074999999999990052e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.543000000000000398e+02,2.000000000000000000e+02,1.000000000000000000e+00
-9.104999999999988347e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.351999999999999318e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.353999999999999488e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.144499999999998465e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.561999999999999602e+02,2.000000000000000000e+02,1.000000000000000000e+00
-9.219999999999997442e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.244999999999990337e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.959999999999986642e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.880000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-9.019999999999991758e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.895999999999999659e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.219999999999999005e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.911999999999999602e+02,2.000000000000000000e+02,1.000000000000000000e+00
-4.660000000000001563e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.847999999999999545e+02,2.000000000000000000e+02,1.000000000000000000e+00
-2.595000000000002061e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.222499999999999289e+02,2.000000000000000000e+02,1.000000000000000000e+00
-3.639999999999994174e+01,2.000000000000000000e+02,1.000000000000000000e+00
-3.230000000000001847e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.911999999999999318e+02,2.000000000000000000e+02,1.000000000000000000e+00
4.115000000000004832e+01,2.000000000000000000e+02,1.000000000000000000e+00
-8.379999999999998295e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.927999999999999829e+02,2.000000000000000000e+02,1.000000000000000000e+00
-3.344999999999998863e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.879999999999999432e+02,2.000000000000000000e+02,1.000000000000000000e+00
1.205000000000000071e+01,2.000000000000000000e+02,1.000000000000000000e+00
-6.579999999999999716e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.960000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-5.275000000000000000e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.232499999999999858e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.960000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
2.414999999999998437e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.983999999999999773e+02,2.000000000000000000e+02,1.000000000000000000e+00
-3.794999999999997442e+01,2.000000000000000000e+02,1.000000000000000000e+00
4.390000000000007674e+01,2.000000000000000000e+02,1.000000000000000000e+00
4.190000000000001990e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.769999999999997442e+01,2.000000000000000000e+02,1.000000000000000000e+00
-4.809999999999992326e+01,2.000000000000000000e+02,1.000000000000000000e+00
1.002000000000000597e+02,2.000000000000000000e+02,1.000000000000000000e+00
-2.350000000000011191e+00,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-5.229999999999992610e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.674999999999995737e+01,2.000000000000000000e+02,1.000000000000000000e+00
-7.069999999999998863e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.991999999999999886e+02,2.000000000000000000e+02,1.000000000000000000e+00
3.749999999999998579e+01,2.000000000000000000e+02,1.000000000000000000e+00
1.500000000000009592e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.968000000000000114e+02,2.000000000000000000e+02,1.000000000000000000e+00
-7.499999999999715783e-01,2.000000000000000000e+02,1.000000000000000000e+00
-7.959999999999992326e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.131499999999999631e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.991999999999999886e+02,2.000000000000000000e+02,1.000000000000000000e+00
4.125000000000003553e+01,2.000000000000000000e+02,1.000000000000000000e+00
-9.924999999999998579e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
1.490000000000001634e+01,2.000000000000000000e+02,1.000000000000000000e+00
-7.064999999999997726e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.983999999999999773e+02,2.000000000000000000e+02,1.000000000000000000e+00
1.015000000000000924e+01,2.000000000000000000e+02,1.000000000000000000e+00
-3.904999999999995453e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.968000000000000114e+02,2.000000000000000000e+02,1.000000000000000000e+00
-4.014999999999994884e+01,2.000000000000000000e+02,1.000000000000000000e+00
6.445000000000004547e+01,2.000000000000000000e+02,1.000000000000000000e+00
-6.250000000000007994e+00,2.000000000000000000e+02,1.000000000000000000e+00
-1.280999999999998522e+02,2.000000000000000000e+02,1.000000000000000000e+00
-8.009999999999996589e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.983999999999999773e+02,2.000000000000000000e+02,1.000000000000000000e+00
2.335000000000003695e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.749999999999994671e+00,2.000000000000000000e+02,1.000000000000000000e+00
-1.044999999999999289e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.983999999999999773e+02,2.000000000000000000e+02,1.000000000000000000e+00
9.999999999998004929e-02,2.000000000000000000e+02,1.000000000000000000e+00
-8.794999999999991758e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.099999999999997158e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
2.754999999999999716e+01,2.000000000000000000e+02,1.000000000000000000e+00
6.085000000000009379e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.991999999999999886e+02,2.000000000000000000e+02,1.000000000000000000e+00
-4.689999999999994884e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-6.224999999999996447e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.144999999999999574e+01,2.000000000000000000e+02,1.000000000000000000e+00
8.850000000000005684e+01,2.000000000000000000e+02,1.000000000000000000e+00
-5.204999999999989768e+01,2.000000000000000000e+02,1.000000000000000000e+00
1.639999999999999858e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.991999999999999886e+02,2.000000000000000000e+02,1.000000000000000000e+00
1.590000000000001279e+01,2.000000000000000000e+02,1.000000000000000000e+00
-3.105000000000000782e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.112999999999999829e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.991999999999999886e+02,2.000000000000000000e+02,1.000000000000000000e+00
2.160000000000006182e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.250000000000002487e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-1.460000000000000497e+01,2.000000000000000000e+02,1.000000000000000000e+00
-9.954999999999995453e+01,2.000000000000000000e+02,1.000000000000000000e+00
-2.000000000000000000e+02,2.000000000000000000e+02,1.000000000000000000e+00
-7.224999999999995737e+01,2.000000000000000000e+02,1.000000000000000000e+00
-7.989999999999993463e+01,2.000000000000000000e+02,1.000000000000000000e+00
-8.914999999999992042e+01,2.000000000000000000e+02,1.000000000000000000e+00
-1.990000000000001990e+01,2.000000000000000000e+02,1.000000000000000000e+00
1.999999999999921840e-01,2.000000000000000000e+02,1.000000000000000000e+00
9.900000000000012790e+00,2.000000000000000000e+02,1.000000000000000000e+00
-1.073999999999998494e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.112999999999998550e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.149999999999998579e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.392500000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.431000000000000512e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.259999999999999289e+02,2.000000000000000000e+02,2.000000000000000000e+00
-4.134999999999992326e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.960000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.303999999999999204e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.362500000000000284e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.282499999999999432e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.371499999999999204e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.220999999999998948e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.101999999999999460e+02,2.000000000000000000e+02,2.000000000000000000e+00
-9.950000000000002842e+01,2.000000000000000000e+02,2.000000000000000000e+00
-8.515000000000003411e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.014000000000000341e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.263500000000000369e+02,2.000000000000000000e+02,2.000000000000000000e+00
-8.470000000000003126e+01,2.000000000000000000e+02,2.000000000000000000e+00
-8.815000000000007674e+01,2.000000000000000000e+02,2.000000000000000000e+00
-8.690000000000010516e+01,2.000000000000000000e+02,2.000000000000000000e+00
-7.385000000000003695e+01,2.000000000000000000e+02,2.000000000000000000e+00
-8.645000000000008811e+01,2.000000000000000000e+02,2.000000000000000000e+00
-7.230000000000005400e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.185999999999999659e+02,2.000000000000000000e+02,2.000000000000000000e+00
-8.850000000000002842e+01,2.000000000000000000e+02,2.000000000000000000e+00
-9.845000000000000284e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.911999999999999318e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.065999999999999517e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.076000000000000369e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.968000000000000114e+02,2.000000000000000000e+02,2.000000000000000000e+00
-7.300000000000002842e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.027999999999999403e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.155499999999999545e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.306999999999999886e+02,2.000000000000000000e+02,2.000000000000000000e+00
-7.780000000000003979e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.083499999999999801e+02,2.000000000000000000e+02,2.000000000000000000e+00
-8.655000000000006821e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.807999999999999261e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.008500000000000654e+02,2.000000000000000000e+02,2.000000000000000000e+00
-8.430000000000006821e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.131500000000000767e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.863999999999999488e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.317500000000000284e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.791999999999999318e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.152500000000001279e+02,2.000000000000000000e+02,2.000000000000000000e+00
-1.826000000000000796e+02,2.000000000000000000e+02,2.000000000000000000e+00
-8.805000000000008242e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.015500000000001108e+02,2.000000000000000000e+02,2.000000000000000000e+00
-8.000000000000004263e+01,2.000000000000000000e+02,2.000000000000000000e+00
-8.850000000000009948e+01,2.000000000000000000e+02,2.000000000000000000e+00
-8.015000000000013358e+01,2.000000000000000000e+02,2.000000000000000000e+00
-7.615000000000017621e+01,2.000000000000000000e+02,2.000000000000000000e+00
-6.455000000000012506e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.855999999999999659e+02,2.000000000000000000e+02,2.000000000000000000e+00
-6.005000000000006821e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.759999999999999432e+02,2.000000000000000000e+02,2.000000000000000000e+00
-5.405000000000006821e+01,2.000000000000000000e+02,2.000000000000000000e+00
-7.110000000000019327e+01,2.000000000000000000e+02,2.000000000000000000e+00
-6.895000000000007390e+01,2.000000000000000000e+02,2.000000000000000000e+00
-1.960000000000000000e+02,2.000000000000000000e+02,2.000000000000000000e+00
